id,name,short_name,logo_url,website,phone,email,address,city,region,country,postal_code,type_of_company,district,date_of_incorporation,date_of_commencement,nature_of_business,registration_number,tax_identification_number,phone_number,directors,secretary,auditor,authorized_shares,stated_capital,shareholders,other_linked_companies,tin_number,established_date,company_type,industry,ownership_type,business_activities,previous_names,board_of_directors,key_personnel,subsidiaries,annual_revenue,net_worth,employee_count,rating,head_office_address,customer_service_phone,customer_service_email,has_website,has_social_media,has_mobile_app,is_active,is_verified,verification_date,verification_notes,search_count,last_searched,created_at,updated_at,created_by,updated_by,description,notes,status
1544,Emmanuel Osei Asamoah,Emmanuel Osei Asamoa,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1545,Emmanuel Ray Quarcoo,Emmanuel Ray Quarcoo,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1546,Emmanuel Sallah,Emmanuel Sallah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1547,Emmanuel Sarfo Wiafe,Emmanuel Sarfo Wiafe,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1548,Emmanuel Tawiah Agbogbatey And Joseph Tetteh Agbogbatey,Emmanuel Tawiah Agbogbatey,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1549,Emoho Trading Ghana LTD,Emoho Trading Ghana,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Trading & Commerce,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1550,Emos Consultancy LIMITED,Emos Consultancy LIM,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1551,Empire Builders LIMITED,Empire Builders LIMI,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1552,Empresa,Empresa,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1553,Enablis ENTERPRISE,Enablis ENTERPRISE,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1554,Enablis Enterprise Network,Enablis Enterprise N,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1555,Encol,Encol,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1556,Encol LIMITED,Encol LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1557,Energie Reference LTD,Energie Reference LT,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1558,Energy Bank Ghana LIMITED,Energy Bank Ghana,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1559,Energy Bank Ghana LTD,Energy Bank Ghana,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1560,Energy LTD,Energy LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1561,Energy Ltd And Bbls GMBH,Energy Ltd And,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1562,Energy Ltd Bbls GMBH,Energy Ltd Bbls,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1563,Engen Ghana LIMITED,Engen Ghana LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1564,Engineer CORPORATION,Engineer CORPORATION,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Corporation,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1566,Eni Ghana Exploration And Production LIMITED,Eni Ghana Exploration,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Manufacturing,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1567,Eni Ghana Exploration And Production LTD,Eni Ghana Exploration,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Manufacturing,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1568,Ensaam,Ensaam,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1569,Ensaam Woodworks LTD,Ensaam Woodworks LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1570,Enteg Ghana LIMITED,Enteg Ghana LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1571,Enterprise Insurance CO,Enterprise Insurance,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1572,Enterprise Insurance COMPANY,Enterprise Insurance,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1573,Enterprise Insurance Company LTD,Enterprise Insurance Company,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1574,Entertainment & Tourist Development CO,Entertainment & Tourist,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1575,Environmental Development GROUP,Environmental Develo,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1576,Environmental Development Group LIMITED,Environmental Development Group,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1577,Environmental High Tech LTD,Environmental High Tech,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1578,Eoco,Eoco,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1579,Eoliem Consulting Fze,Eoliem Consulting Fz,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1580,Equity Assurance LIMITED,Equity Assurance LIM,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1581,Equity Assurance LTD,Equity Assurance LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1582,Erasmus Marlai Commodore And Margarette Commodre,Erasmus Marlai Commodore,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1583,Erdmac COMPANY,Erdmac COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1585,Eric Aboagye,Eric Aboagye,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1586,Eric Asante,Eric Asante,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1587,Eric Gyampo Darko And State Housing COMPANY,Eric Gyampo Darko,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1588,Eric Gyampo Darko And State Housing Company LTD,Eric Gyampo Darko,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1589,Eric Kofi Agyei Addo,Eric Kofi Agyei,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1590,Eric Kofi Asamoah And Apramang Kumasi,Eric Kofi Asamoah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1591,Eric Mensah,Eric Mensah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1592,Eric Odai Estates LTD,Eric Odai Estates,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1593,Eric Oman Mensah And Benjamin Obour Mensah,Eric Oman Mensah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1594,Eric Sagoe,Eric Sagoe,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,German Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1595,Eric Vaicount Addo,Eric Vaicount Addo,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1596,Eric Yaw Asante,Eric Yaw Asante,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1597,Erisaac,Erisaac,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1598,Erisaac Press,Erisaac Press,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1599,Ernesmay Chemist LIMITED,Ernesmay Chemist LIM,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1600,Ernest & Young Advisory Services LTD,Ernest & Young,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1601,Ernest Commey,Ernest Commey,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1602,Ernest Eklu Mensah,Ernest Eklu Mensah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1603,Esah,Esah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1604,Esdan Ocran COMPANY,Esdan Ocran COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1606,Esich Life Assurance COMPANY,Esich Life Assurance,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1607,Esich Life Assurance Company LTD,Esich Life Assurance,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Insurance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1608,Esm COMPANY,Esm COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1609,Esm Company LIMITED,Esm Company LIMITED,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1610,Esm Compnay LTD,Esm Compnay LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1611,Espco,Espco,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1612,Essaaba,Essaaba,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1613,Essah,Essah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1614,Essasohene,Essasohene,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1615,Est Metals COMPANY,Est Metals COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1616,Est Metals Company LTD,Est Metals Company,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1617,Est Metals LTD,Est Metals LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1618,Estaaron Ventures LIMITED,Estaaron Ventures LI,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1619,Etba Etba CO,Etba Etba CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1620,Etelese COMPANY,Etelese COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1621,Etelese Company LTD,Etelese Company LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1622,Eternit Energy LIMITED,Eternit Energy LIMIT,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1623,Eternit Energy Limited Saltpond Offshore Producing COMPANY,Eternit Energy Limited,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1624,Eternit Energy Limited Saltpond Offshore Producing Company LTD,Eternit Energy Limited,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1625,Eujoys Motorcycles LTD,Eujoys Motorcycles L,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1626,Eunichap COMPANY,Eunichap COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1627,Eunichap Company LIMITED,Eunichap Company LIM,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1628,Europa Pee CO,Europa Pee CO,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1629,Eva Cofie,Eva Cofie,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1630,Evadox COMPANY,Evadox COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1631,Evadox Company LIMITED,Evadox Company LIMIT,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1632,Evadox Company Limited And Evans Asiedu Aikins,Evadox Company Limited,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1633,Evadox LTD,Evadox LTD,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1634,Evans Amoako Musah Abu,Evans Amoako Musah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1635,Evanspenny Industries CO,Evanspenny Industrie,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1637,Evanspenny Industries Co Ltd And Another,Evanspenny Industries Co,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1638,Evelyn Aku Ankrah And Samuel Pedro Ankrah,Evelyn Aku Ankrah,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1639,Ex Parte Abotare Ye Ssm GROUP,Ex Parte Abotare,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1641,Ex Parte Asakum Engineering And Construction LTD,Ex Parte Asakum,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,French Company,Construction & Engineering,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1642,Ex Parte Ashanti Furniture CO,Ex Parte Ashanti,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1643,Ex Parte Cassius Mining COMPANY,Ex Parte Cassius,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1644,Ex Parte Cassius Mining Company LTD,Ex Parte Cassius,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1645,Ex Parte Continental Cargo And Trade Services INC,Ex Parte Continental,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1646,Ex Parte Double Crown Investment LTD,Ex Parte Double,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1647,Ex Parte Eastwood LTD,Ex Parte Eastwood,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1648,Ex Parte Ecobank Ghana LTD,Ex Parte Ecobank,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Banking & Finance,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1649,Ex Parte Expandable Polystyrene Products LTD,Ex Parte Expandable,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Other,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1650,Excel Logistics Gh LTD,Excel Logistics Gh,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Transport & Logistics,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1651,Excel Oil COMPANY,Excel Oil COMPANY,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1652,Excel Oil Company LIMITED,Excel Oil Company,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Mining & Energy,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
1653,Excellent Cooling Technology LIMITED,Excellent Cooling Technology,,,,,,,,Ghana,,,,,,,,,,,,,,,,,,,Private Limited Company,Technology,,,,,,,,,0,,,,,False,False,False,True,False,,,0,,2025-09-14 19:44:55,2025-09-14 19:44:55,,,,,Active
