id,name,short_name,logo_url,website,phone,email,address,city,region,country,postal_code,license_number,registration_number,established_date,insurance_type,ownership_type,services,previous_names,coverage_areas,branches_count,agents_count,total_assets,net_worth,premium_income,claims_paid,rating,head_office_address,customer_service_phone,customer_service_email,claims_phone,claims_email,has_mobile_app,has_online_portal,has_online_claims,has_24_7_support,specializes_in,target_market,is_active,is_verified,verification_date,verification_notes,search_count,last_searched,created_at,updated_at,created_by,updated_by,description,notes,status
275,ACTVA Insurance,,/insurances/ACTVA.jpeg,https://www.actva.com.gh,+233 30 266 2007,info@actva.com.gh,"Head Office, ACTVA Insurance, Accra",,,Ghana,,NIC008,,1997-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",70,435,3965320000.0,58319900.0,1186360000.0,263632000.0,,"Head Office, ACTVA Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,283,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
278,BEDROCK Insurance,,/insurances/BEDROCK.png,https://www.bedrock.com.gh,+233 30 266 2010,info@bedrock.com.gh,"Head Office, BEDROCK Insurance, Accra",,,Ghana,,NIC011,,2003-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",31,107,4995750000.0,822609000.0,1285450000.0,360126000.0,,"Head Office, BEDROCK Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,276,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
279,BEIGE ASSURE Insurance,,/insurances/BEIGE ASSURE.png,https://www.beigeassure.com.gh,+233 30 266 2011,info@beigeassure.com.gh,"Head Office, BEIGE ASSURE Insurance, Accra",,,Ghana,,NIC012,,1990-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",24,266,2851460000.0,245381000.0,1872220000.0,998462000.0,,"Head Office, BEIGE ASSURE Insurance, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,276,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
280,BEST Insurance,,/insurances/BEST.jpeg,https://www.best.com.gh,+233 30 266 2012,info@best.com.gh,"Head Office, BEST Insurance, Accra",,,Ghana,,NIC013,,2014-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",24,831,799155000.0,793540000.0,970419000.0,1425820000.0,,"Head Office, BEST Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,275,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
281,CORONATION Insurance,,/insurances/CORONATION.png,https://www.coronation.com.gh,+233 30 266 2013,info@coronation.com.gh,"Head Office, CORONATION Insurance, Accra",,,Ghana,,NIC014,,1971-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",22,74,586498000.0,578827000.0,1167500000.0,1209320000.0,,"Head Office, CORONATION Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,275,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
277,ASTERLIFE Insurance,,/insurances/ASTERLIFE.htm,https://www.asterlife.com.gh,+233 30 266 2009,info@asterlife.com.gh,"Head Office, ASTERLIFE Insurance, Accra",,,Ghana,,NIC010,,1993-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",94,375,4098340000.0,489300000.0,1194640000.0,254735000.0,,"Head Office, ASTERLIFE Insurance, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,279,2025-09-30 07:50:18.303626,2025-09-11 10:55:21,2025-09-30 07:50:18.303626,,,,,ACTIVE
300,NATIONAWIDE MEDICAL Insurance,,/insurances/NATIONAWIDE MEDICAL.png,https://www.nationawidemedical.com.gh,+233 30 266 2032,info@nationawidemedical.com.gh,"Head Office, NATIONAWIDE MEDICAL Insurance, Accra",,,Ghana,,NIC033,,2011-01-01 00:00:00,Health Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",82,737,3450340000.0,885808000.0,1917230000.0,631860000.0,,"Head Office, NATIONAWIDE MEDICAL Insurance, Accra",,,,,False,False,True,True,"[""Health Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,6,2025-09-27 18:14:03.093570,2025-09-11 10:55:21,2025-09-27 18:14:03.093570,,,,,ACTIVE
302,OLD MUTUAL Insurance,,/insurances/OLD MUTUAL.jpeg,https://www.oldmutual.com.gh,+233 30 266 2034,info@oldmutual.com.gh,"Head Office, OLD MUTUAL Insurance, Accra",,,Ghana,,NIC035,,1975-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",36,680,4940130000.0,890074000.0,513164000.0,197880000.0,,"Head Office, OLD MUTUAL Insurance, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,5,2025-09-27 18:14:03.093570,2025-09-11 10:55:21,2025-09-27 18:14:03.093570,,,,,ACTIVE
306,Provident Insurance,,/insurances/Provident.jpeg,https://www.provident.com.gh,+233 30 266 2038,info@provident.com.gh,"Head Office, Provident Insurance, Accra",,,Ghana,,NIC039,,1975-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",59,788,4343000000.0,235908000.0,1541930000.0,237880000.0,,"Head Office, Provident Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,7,2025-09-27 18:14:03.093570,2025-09-11 10:55:21,2025-09-27 18:14:03.093570,,,,,ACTIVE
272,Prudential Life Insurance Ghana,,/insurances/PRUDENTIAL.png,https://www.prudentiallifeghana.com.gh,+233 30 266 2004,info@prudentiallifeghana.com.gh,"Head Office, Prudential Life Insurance Ghana, Accra",,,Ghana,,NIC005,,1973-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]","['Prudential Life Insurance Ghana Limited', 'Prudential Life Ghana', 'Prudential Ghana', 'Prudential Life Insurance Co. Ltd', 'Prudential Insurance Ghana', 'Prudential Life Assurance Ghana']","[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",16,245,1123880000.0,490096000.0,737113000.0,1034660000.0,,"Head Office, Prudential Life Insurance Ghana, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,11,2025-09-28 05:11:51.706324,2025-09-11 10:55:21,2025-09-28 05:11:51.706324,,,,,ACTIVE
290,GHANA UNION ASSURANCE,,/insurances/GHANA UNION ASSURANCE.png,https://www.ghanaunionassurance.com.gh,+233 30 266 2022,info@ghanaunionassurance.com.gh,"Head Office, GHANA UNION ASSURANCE, Accra",,,Ghana,,NIC023,,1981-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",42,441,3130740000.0,756009000.0,205769000.0,1140590000.0,,"Head Office, GHANA UNION ASSURANCE, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,10,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
286,EQUITY Insurance,,/insurances/EQUITY.jpeg,https://www.equity.com.gh,+233 30 266 2018,info@equity.com.gh,"Head Office, EQUITY Insurance, Accra",,,Ghana,,NIC019,,1970-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",58,74,837963000.0,76970500.0,150115000.0,1321260000.0,,"Head Office, EQUITY Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,12,2025-09-28 07:23:02.987109,2025-09-11 10:55:21,2025-09-28 07:23:02.987109,,,,,ACTIVE
287,ESICH LIFE Insurance,,/insurances/ESICH LIFE.jpeg,https://www.esichlife.com.gh,+233 30 266 2019,info@esichlife.com.gh,"Head Office, ESICH LIFE Insurance, Accra",,,Ghana,,NIC020,,1992-01-01 00:00:00,Life Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",27,693,941986000.0,804172000.0,114835000.0,952336000.0,,"Head Office, ESICH LIFE Insurance, Accra",,,,,False,False,True,True,"[""Life Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,18,2025-09-28 07:23:02.987109,2025-09-11 10:55:21,2025-09-28 07:23:02.987109,,,,,ACTIVE
288,FIRST INSURANCE,,/insurances/FIRST INSURANCE.jpeg,https://www.first.com.gh,+233 30 266 2020,info@first.com.gh,"Head Office, FIRST INSURANCE, Accra",,,Ghana,,NIC021,,1982-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",50,259,4435910000.0,577905000.0,1037320000.0,508895000.0,,"Head Office, FIRST INSURANCE, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,13,2025-09-28 07:23:02.987109,2025-09-11 10:55:21,2025-09-28 07:23:02.987109,,,,,ACTIVE
291,GHIC Insurance,,/insurances/GHIC.png,https://www.ghic.com.gh,+233 30 266 2023,info@ghic.com.gh,"Head Office, GHIC Insurance, Accra",,,Ghana,,NIC024,,2007-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",82,715,1480770000.0,77503100.0,1276550000.0,407555000.0,,"Head Office, GHIC Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,9,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
293,HERITAGE ENERGY INSURANCE,,/insurances/HERITAGE ENERGY INSURANCE.png,https://www.heritageenergy.com.gh,+233 30 266 2025,info@heritageenergy.com.gh,"Head Office, HERITAGE ENERGY INSURANCE, Accra",,,Ghana,,NIC026,,2005-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",34,858,3568990000.0,207381000.0,1703440000.0,90736300.0,,"Head Office, HERITAGE ENERGY INSURANCE, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,9,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
294,HOLLARD Insurance,,/insurances/HOLLARD.jpeg,https://www.hollard.com.gh,+233 30 266 2026,info@hollard.com.gh,"Head Office, HOLLARD Insurance, Accra",,,Ghana,,NIC027,,1989-01-01 00:00:00,General Insurance,,"[""Motor Insurance"", ""Property Insurance"", ""Health Insurance"", ""Life Insurance""]",,"[""Greater Accra"", ""Ashanti"", ""Western"", ""Central"", ""Eastern"", ""Volta"", ""Northern"", ""Upper East"", ""Upper West"", ""Brong Ahafo""]",21,305,4432970000.0,471186000.0,1721710000.0,937524000.0,,"Head Office, HOLLARD Insurance, Accra",,,,,False,False,True,True,"[""General Insurance"", ""Motor Insurance"", ""Property Insurance""]",Individual and Corporate,True,False,,,10,2025-09-28 07:23:08.426408,2025-09-11 10:55:21,2025-09-28 07:23:08.426408,,,,,ACTIVE
